BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
3,"Benin",1970,"MF",25,999,89.26,8.31,3.11,2.14,0.78,0.29,0.19,0.63,0.49,0.13,0.01,1036,"BEN","Sub-Saharan Africa"
3,"Benin",1975,"MF",25,999,89.22,8.30,3.35,2.18,0.79,0.30,0.19,0.64,0.50,0.13,0.01,1146,"BEN","Sub-Saharan Africa"
3,"Benin",1980,"MF",25,999,89.20,8.30,3.61,2.20,0.80,0.30,0.19,0.65,0.51,0.13,0.01,1314,"BEN","Sub-Saharan Africa"
3,"Benin",1985,"MF",25,999,84.62,9.80,4.57,4.84,1.91,0.73,0.48,1.09,0.77,0.30,0.02,1535,"BEN","Sub-Saharan Africa"
3,"Benin",1990,"MF",25,999,79.67,10.96,5.41,8.08,3.69,1.30,0.86,1.62,1.05,0.52,0.04,1776,"BEN","Sub-Saharan Africa"
3,"Benin",1995,"MF",25,999,74.10,13.36,6.92,10.97,6.24,1.57,1.05,2.15,1.36,0.74,0.05,2150,"BEN","Sub-Saharan Africa"
3,"Benin",2000,"MF",25,999,69.60,16.10,8.68,12.20,8.08,2.20,1.48,2.57,1.61,0.88,0.07,2497,"BEN","Sub-Saharan Africa"
3,"Benin",2005,"MF",25,999,66.10,17.61,9.95,13.98,10.39,2.32,1.55,2.91,1.80,1.03,0.08,2977,"BEN","Sub-Saharan Africa"
3,"Benin",2010,"MF",25,999,64.09,16.76,9.85,16.05,13.01,3.11,2.07,3.30,1.95,1.25,0.10,3595,"BEN","Sub-Saharan Africa"
4,"Botswana",1950,"MF",25,999,72.86,24.66,4.25,2.29,0.57,0.19,0.13,1.28,1.19,0.09,0.01,163,"BWA","Sub-Saharan Africa"
4,"Botswana",1955,"MF",25,999,72.82,24.64,4.39,2.34,0.59,0.20,0.13,1.29,1.19,0.09,0.01,178,"BWA","Sub-Saharan Africa"
4,"Botswana",1960,"MF",25,999,72.79,24.63,4.56,2.38,0.59,0.20,0.13,1.30,1.20,0.09,0.01,188,"BWA","Sub-Saharan Africa"
4,"Botswana",1965,"MF",25,999,72.70,24.60,5.08,2.40,0.60,0.20,0.13,1.32,1.22,0.09,0.01,207,"BWA","Sub-Saharan Africa"
4,"Botswana",1970,"MF",25,999,70.50,26.40,2.10,2.40,0.60,0.60,0.39,1.34,1.21,0.11,0.02,231,"BWA","Sub-Saharan Africa"
4,"Botswana",1975,"MF",25,999,58.33,36.97,11.26,4.08,1.15,0.61,0.39,2.21,2.02,0.18,0.02,268,"BWA","Sub-Saharan Africa"
4,"Botswana",1980,"MF",25,999,54.70,40.50,9.40,4.40,1.30,0.50,0.31,2.29,2.09,0.18,0.02,322,"BWA","Sub-Saharan Africa"
4,"Botswana",1985,"MF",25,999,46.77,31.93,12.29,19.33,5.97,1.96,1.29,3.90,3.04,0.80,0.07,395,"BWA","Sub-Saharan Africa"
4,"Botswana",1990,"MF",25,999,41.21,17.58,8.43,37.36,14.03,3.85,2.55,5.52,3.80,1.59,0.13,481,"BWA","Sub-Saharan Africa"
4,"Botswana",1995,"MF",25,999,32.20,14.72,8.17,49.04,19.29,4.04,2.69,6.71,4.52,2.06,0.13,580,"BWA","Sub-Saharan Africa"
4,"Botswana",2000,"MF",25,999,24.81,14.01,8.54,56.82,23.46,4.36,2.92,7.61,5.07,2.39,0.15,666,"BWA","Sub-Saharan Africa"
4,"Botswana",2005,"MF",25,999,20.00,11.09,7.17,64.82,26.79,4.09,2.73,8.28,5.46,2.68,0.14,670,"BWA","Sub-Saharan Africa"
4,"Botswana",2010,"MF",25,999,15.73,8.59,5.86,71.58,28.89,4.10,2.72,8.87,5.80,2.93,0.14,668,"BWA","Sub-Saharan Africa"
6,"Burundi",1950,"MF",25,999,95.45,4.30,1.35,0.21,0.08,0.04,0.03,0.23,0.22,0.01,0.00,984,"BDI","Sub-Saharan Africa"
6,"Burundi",1955,"MF",25,999,94.62,5.07,1.63,0.27,0.10,0.04,0.03,0.27,0.26,0.01,0.00,1039,"BDI","Sub-Saharan Africa"
6,"Burundi",1960,"MF",25,999,92.64,6.89,2.30,0.41,0.16,0.06,0.04,0.38,0.35,0.02,0.00,1108,"BDI","Sub-Saharan Africa"
6,"Burundi",1965,"MF",25,999,89.93,9.28,3.29,0.68,0.27,0.11,0.07,0.53,0.50,0.04,0.00,1176,"BDI","Sub-Saharan Africa"
6,"Burundi",1970,"MF",25,999,87.64,11.30,4.25,0.91,0.38,0.15,0.10,0.67,0.62,0.05,0.00,1256,"BDI","Sub-Saharan Africa"
6,"Burundi",1975,"MF",25,999,84.66,13.69,5.50,1.41,0.60,0.25,0.16,0.87,0.79,0.08,0.01,1239,"BDI","Sub-Saharan Africa"
6,"Burundi",1980,"MF",25,999,81.48,16.24,7.06,1.93,0.88,0.35,0.22,1.09,0.98,0.11,0.01,1415,"BDI","Sub-Saharan Africa"
6,"Burundi",1985,"MF",25,999,78.31,18.87,8.82,2.33,1.11,0.49,0.33,1.32,1.17,0.13,0.02,1736,"BDI","Sub-Saharan Africa"
6,"Burundi",1990,"MF",25,999,76.66,20.24,10.04,2.52,1.28,0.58,0.38,1.44,1.28,0.15,0.02,2026,"BDI","Sub-Saharan Africa"
6,"Burundi",1995,"MF",25,999,74.33,21.88,11.34,3.23,1.69,0.56,0.37,1.59,1.39,0.18,0.02,2111,"BDI","Sub-Saharan Africa"
6,"Burundi",2000,"MF",25,999,70.91,24.50,13.12,4.03,2.16,0.56,0.38,1.84,1.60,0.22,0.02,2061,"BDI","Sub-Saharan Africa"
6,"Burundi",2005,"MF",25,999,63.59,30.71,17.34,5.10,2.84,0.59,0.40,2.28,1.98,0.29,0.02,2449,"BDI","Sub-Saharan Africa"
6,"Burundi",2010,"MF",25,999,57.28,35.99,21.29,5.86,3.41,0.87,0.58,2.68,2.29,0.36,0.03,3118,"BDI","Sub-Saharan Africa"
7,"Cameroon",1950,"MF",25,999,88.53,10.80,3.37,0.60,0.23,0.07,0.04,0.50,0.47,0.04,0.00,1860,"CMR","Sub-Saharan Africa"
7,"Cameroon",1955,"MF",25,999,86.30,12.83,4.12,0.80,0.31,0.07,0.05,0.61,0.56,0.05,0.00,2014,"CMR","Sub-Saharan Africa"
7,"Cameroon",1960,"MF",25,999,82.29,16.19,5.42,1.39,0.56,0.12,0.08,0.82,0.74,0.08,0.00,2193,"CMR","Sub-Saharan Africa"
7,"Cameroon",1965,"MF",25,999,79.68,18.30,6.49,1.87,0.75,0.16,0.10,0.98,0.86,0.11,0.01,2401,"CMR","Sub-Saharan Africa"
7,"Cameroon",1970,"MF",25,999,75.05,21.45,8.08,3.27,1.35,0.22,0.14,1.29,1.10,0.19,0.01,2652,"CMR","Sub-Saharan Africa"
7,"Cameroon",1975,"MF",25,999,71.30,24.00,9.67,4.40,1.88,0.30,0.19,1.56,1.29,0.25,0.01,2940,"CMR","Sub-Saharan Africa"
7,"Cameroon",1980,"MF",25,999,63.13,29.52,12.75,7.06,3.21,0.29,0.19,2.12,1.71,0.40,0.01,3303,"CMR","Sub-Saharan Africa"
7,"Cameroon",1985,"MF",25,999,53.66,35.83,16.49,10.15,4.83,0.36,0.24,2.79,2.20,0.58,0.01,3691,"CMR","Sub-Saharan Africa"
7,"Cameroon",1990,"MF",25,999,45.14,40.80,19.91,13.52,6.80,0.54,0.36,3.47,2.66,0.78,0.02,4213,"CMR","Sub-Saharan Africa"
7,"Cameroon",1995,"MF",25,999,36.87,45.40,23.29,16.83,8.78,0.90,0.60,4.15,3.12,1.00,0.03,4806,"CMR","Sub-Saharan Africa"
7,"Cameroon",2000,"MF",25,999,29.06,49.40,26.45,20.22,10.85,1.31,0.88,4.84,3.57,1.23,0.04,5433,"CMR","Sub-Saharan Africa"
7,"Cameroon",2005,"MF",25,999,22.36,52.53,29.54,23.40,13.00,1.70,1.14,5.47,3.97,1.45,0.06,6091,"CMR","Sub-Saharan Africa"
7,"Cameroon",2010,"MF",25,999,18.24,53.76,31.48,25.54,14.78,2.47,1.64,5.96,4.24,1.64,0.08,6901,"CMR","Sub-Saharan Africa"
9,"Central African Republic",1950,"MF",25,999,92.20,7.41,2.29,0.26,0.10,0.09,0.06,0.33,0.31,0.02,0.00,604,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1955,"MF",25,999,91.55,8.05,2.56,0.27,0.11,0.09,0.06,0.36,0.34,0.02,0.00,632,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1960,"MF",25,999,90.81,8.59,2.85,0.39,0.16,0.11,0.07,0.41,0.37,0.03,0.00,667,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1965,"MF",25,999,89.62,9.67,3.41,0.49,0.20,0.13,0.09,0.47,0.43,0.03,0.00,717,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1970,"MF",25,999,88.26,10.52,3.94,0.98,0.40,0.16,0.10,0.57,0.50,0.06,0.01,780,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1975,"MF",25,999,85.27,13.03,5.21,1.50,0.64,0.20,0.13,0.75,0.65,0.09,0.01,828,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1980,"MF",25,999,82.01,14.66,6.31,2.71,1.23,0.51,0.33,1.02,0.82,0.18,0.02,916,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1985,"MF",25,999,76.76,17.24,7.93,4.75,2.26,1.16,0.77,1.49,1.11,0.34,0.04,1048,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1990,"MF",25,999,71.16,19.61,9.55,7.38,3.70,2.06,1.38,2.06,1.44,0.55,0.07,1145,"CAF","Sub-Saharan Africa"
9,"Central African Republic",1995,"MF",25,999,67.10,20.91,10.69,10.07,5.24,1.92,1.29,2.43,1.67,0.69,0.06,1284,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2000,"MF",25,999,61.63,24.04,12.81,12.46,6.67,1.86,1.25,2.86,1.96,0.83,0.06,1390,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2005,"MF",25,999,56.64,26.99,15.09,14.47,8.02,1.90,1.27,3.26,2.24,0.95,0.06,1452,"CAF","Sub-Saharan Africa"
9,"Central African Republic",2010,"MF",25,999,53.27,28.67,16.71,16.12,9.31,1.94,1.29,3.57,2.44,1.06,0.06,1561,"CAF","Sub-Saharan Africa"
12,"Congo",1950,"MF",25,999,91.27,7.63,1.52,0.98,0.31,0.10,0.05,0.40,0.34,0.06,0.00,333,"COG","Sub-Saharan Africa"
12,"Congo",1955,"MF",25,999,90.95,7.88,1.71,1.03,0.31,0.12,0.06,0.42,0.36,0.06,0.00,365,"COG","Sub-Saharan Africa"
12,"Congo",1960,"MF",25,999,88.12,10.12,2.38,1.54,0.44,0.21,0.11,0.58,0.48,0.09,0.01,403,"COG","Sub-Saharan Africa"
12,"Congo",1965,"MF",25,999,85.71,12.03,3.13,1.97,0.53,0.29,0.16,0.71,0.59,0.11,0.01,447,"COG","Sub-Saharan Africa"
12,"Congo",1970,"MF",25,999,79.75,15.51,4.49,4.07,1.07,0.66,0.36,1.15,0.88,0.24,0.02,503,"COG","Sub-Saharan Africa"
12,"Congo",1975,"MF",25,999,74.75,18.36,5.73,5.91,1.54,0.98,0.53,1.52,1.14,0.35,0.03,573,"COG","Sub-Saharan Africa"
12,"Congo",1980,"MF",25,999,65.62,20.34,7.00,11.97,3.35,2.08,1.09,2.45,1.66,0.72,0.06,650,"COG","Sub-Saharan Africa"
12,"Congo",1985,"MF",25,999,58.80,21.50,8.50,16.90,5.90,3.00,1.36,3.24,2.09,1.06,0.09,747,"COG","Sub-Saharan Africa"
12,"Congo",1990,"MF",25,999,48.27,21.31,8.48,27.15,8.78,3.26,1.47,4.39,2.72,1.58,0.09,862,"COG","Sub-Saharan Africa"
12,"Congo",1995,"MF",25,999,43.01,19.12,7.10,34.64,9.72,3.23,1.55,5.06,3.06,1.90,0.10,995,"COG","Sub-Saharan Africa"
12,"Congo",2000,"MF",25,999,41.52,15.37,5.40,39.77,10.32,3.34,1.56,5.44,3.21,2.13,0.10,1159,"COG","Sub-Saharan Africa"
12,"Congo",2005,"MF",25,999,36.47,19.77,6.43,40.96,9.57,2.80,1.34,5.62,3.41,2.12,0.08,1322,"COG","Sub-Saharan Africa"
12,"Congo",2010,"MF",25,999,32.10,24.66,7.29,40.95,8.44,2.29,1.11,5.67,3.55,2.05,0.07,1502,"COG","Sub-Saharan Africa"
13,"Egypt",1950,"MF",25,999,93.73,3.23,1.01,1.93,0.75,1.10,0.74,0.49,0.31,0.15,0.04,8956,"EGY","Middle East and North Africa"
13,"Egypt",1955,"MF",25,999,93.18,3.36,1.08,2.14,0.84,1.32,0.88,0.55,0.34,0.17,0.04,10028,"EGY","Middle East and North Africa"
13,"Egypt",1960,"MF",25,999,92.10,3.28,1.10,2.82,1.13,1.79,1.18,0.69,0.41,0.23,0.06,11190,"EGY","Middle East and North Africa"
13,"Egypt",1965,"MF",25,999,91.20,3.52,1.24,3.21,1.29,2.07,1.36,0.79,0.46,0.26,0.07,12475,"EGY","Middle East and North Africa"
13,"Egypt",1970,"MF",25,999,88.81,4.06,1.51,4.44,1.82,2.70,1.75,1.03,0.60,0.35,0.09,13777,"EGY","Middle East and North Africa"
13,"Egypt",1975,"MF",25,999,86.30,4.70,1.88,5.70,2.42,3.40,2.17,1.30,0.74,0.45,0.11,15254,"EGY","Middle East and North Africa"
13,"Egypt",1980,"MF",25,999,75.57,10.64,4.59,10.28,4.67,3.51,2.22,2.06,1.28,0.66,0.11,17196,"EGY","Middle East and North Africa"
13,"Egypt",1985,"MF",25,999,64.10,16.50,7.60,14.80,7.05,4.60,3.05,2.97,1.89,0.93,0.15,19598,"EGY","Middle East and North Africa"
13,"Egypt",1990,"MF",25,999,59.61,15.87,7.75,19.95,10.02,4.57,3.05,3.51,2.18,1.17,0.15,22600,"EGY","Middle East and North Africa"
13,"Egypt",1995,"MF",25,999,54.99,15.09,7.70,25.69,13.36,4.23,2.84,4.05,2.48,1.43,0.14,25590,"EGY","Middle East and North Africa"
13,"Egypt",2000,"MF",25,999,49.70,13.18,6.98,32.62,17.42,4.50,3.05,4.75,2.83,1.77,0.15,29173,"EGY","Middle East and North Africa"
13,"Egypt",2005,"MF",25,999,43.87,12.16,6.76,36.47,20.16,7.50,5.05,5.61,3.21,2.15,0.25,33753,"EGY","Middle East and North Africa"
13,"Egypt",2010,"MF",25,999,37.39,10.51,6.06,42.03,24.17,10.08,6.75,6.55,3.62,2.59,0.34,39193,"EGY","Middle East and North Africa"
15,"Gabon",1950,"MF",25,999,91.37,7.50,2.28,0.91,0.35,0.21,0.14,0.43,0.36,0.06,0.01,260,"GAB","Sub-Saharan Africa"
15,"Gabon",1955,"MF",25,999,91.16,7.74,2.41,0.87,0.34,0.23,0.16,0.44,0.37,0.06,0.01,260,"GAB","Sub-Saharan Africa"
15,"Gabon",1960,"MF",25,999,89.47,9.34,3.04,0.90,0.35,0.29,0.19,0.52,0.44,0.07,0.01,261,"GAB","Sub-Saharan Africa"
15,"Gabon",1965,"MF",25,999,87.14,11.13,3.84,1.31,0.52,0.42,0.28,0.66,0.55,0.10,0.01,262,"GAB","Sub-Saharan Africa"
15,"Gabon",1970,"MF",25,999,82.59,13.97,5.13,2.56,1.04,0.87,0.57,1.00,0.78,0.19,0.03,271,"GAB","Sub-Saharan Africa"
15,"Gabon",1975,"MF",25,999,77.65,17.03,6.71,3.95,1.67,1.37,0.88,1.38,1.03,0.30,0.04,283,"GAB","Sub-Saharan Africa"
15,"Gabon",1980,"MF",25,999,67.05,21.77,9.27,8.00,3.61,3.18,2.02,2.36,1.60,0.65,0.10,309,"GAB","Sub-Saharan Africa"
15,"Gabon",1985,"MF",25,999,57.66,25.79,11.77,11.70,5.54,4.85,3.22,3.25,2.12,0.97,0.16,338,"GAB","Sub-Saharan Africa"
15,"Gabon",1990,"MF",25,999,48.42,27.99,14.19,16.67,8.67,6.93,4.46,4.32,2.68,1.41,0.23,380,"GAB","Sub-Saharan Africa"
15,"Gabon",1995,"MF",25,999,40.30,29.90,15.25,21.04,10.94,8.76,5.88,5.22,3.14,1.78,0.29,427,"GAB","Sub-Saharan Africa"
15,"Gabon",2000,"MF",25,999,32.39,31.43,16.77,25.65,13.73,10.54,7.09,6.15,3.62,2.18,0.35,487,"GAB","Sub-Saharan Africa"
15,"Gabon",2005,"MF",25,999,24.78,34.40,19.25,29.17,16.16,11.66,7.81,6.92,4.06,2.47,0.39,544,"GAB","Sub-Saharan Africa"
15,"Gabon",2010,"MF",25,999,19.19,35.64,21.01,32.98,19.37,12.18,8.10,7.57,4.41,2.75,0.41,607,"GAB","Sub-Saharan Africa"
16,"Gambia",1950,"MF",25,999,96.26,0.99,0.32,2.61,0.42,0.14,0.10,0.33,0.20,0.12,0.00,117,"GMB","Sub-Saharan Africa"
16,"Gambia",1955,"MF",25,999,96.07,1.02,0.34,2.76,0.50,0.16,0.10,0.35,0.22,0.13,0.01,125,"GMB","Sub-Saharan Africa"
16,"Gambia",1960,"MF",25,999,95.80,1.08,0.37,2.93,0.62,0.19,0.13,0.38,0.23,0.14,0.01,145,"GMB","Sub-Saharan Africa"
16,"Gambia",1965,"MF",25,999,95.71,1.08,0.38,2.99,0.69,0.22,0.14,0.39,0.24,0.15,0.01,169,"GMB","Sub-Saharan Africa"
16,"Gambia",1970,"MF",25,999,95.29,1.19,0.42,3.30,0.80,0.22,0.14,0.43,0.26,0.16,0.01,192,"GMB","Sub-Saharan Africa"
16,"Gambia",1975,"MF",25,999,94.90,1.30,0.50,3.60,1.00,0.20,0.13,0.46,0.28,0.18,0.01,226,"GMB","Sub-Saharan Africa"
16,"Gambia",1980,"MF",25,999,92.76,1.68,0.64,5.10,1.31,0.45,0.29,0.68,0.40,0.26,0.01,261,"GMB","Sub-Saharan Africa"
16,"Gambia",1985,"MF",25,999,89.72,2.78,1.15,6.64,1.67,0.85,0.57,0.95,0.57,0.35,0.03,303,"GMB","Sub-Saharan Africa"
16,"Gambia",1990,"MF",25,999,87.06,3.12,1.44,8.37,2.02,1.45,0.97,1.24,0.73,0.46,0.05,368,"GMB","Sub-Saharan Africa"
16,"Gambia",1995,"MF",25,999,81.69,3.77,1.99,12.41,2.82,2.13,1.43,1.80,1.05,0.68,0.07,444,"GMB","Sub-Saharan Africa"
16,"Gambia",2000,"MF",25,999,79.71,4.23,2.60,13.88,2.93,2.18,1.47,1.99,1.17,0.74,0.07,531,"GMB","Sub-Saharan Africa"
16,"Gambia",2005,"MF",25,999,76.39,3.62,2.52,17.93,3.50,2.06,1.38,2.36,1.38,0.91,0.07,621,"GMB","Sub-Saharan Africa"
16,"Gambia",2010,"MF",25,999,72.70,3.02,2.30,22.36,3.99,1.93,1.29,2.82,1.62,1.13,0.06,715,"GMB","Sub-Saharan Africa"
17,"Ghana",1950,"MF",25,999,87.53,11.05,3.48,0.87,0.21,0.55,0.37,0.61,0.52,0.07,0.02,1872,"GHA","Sub-Saharan Africa"
17,"Ghana",1955,"MF",25,999,86.81,11.58,3.75,0.99,0.23,0.62,0.41,0.66,0.56,0.08,0.02,2199,"GHA","Sub-Saharan Africa"
17,"Ghana",1960,"MF",25,999,86.20,12.10,4.09,1.10,0.24,0.70,0.46,0.71,0.59,0.09,0.02,2578,"GHA","Sub-Saharan Africa"
17,"Ghana",1965,"MF",25,999,81.33,11.32,4.05,6.82,1.27,0.53,0.35,1.17,0.90,0.26,0.02,2970,"GHA","Sub-Saharan Africa"
17,"Ghana",1970,"MF",25,999,77.70,5.80,2.21,16.10,3.30,0.40,0.26,1.80,1.23,0.55,0.01,3272,"GHA","Sub-Saharan Africa"
17,"Ghana",1975,"MF",25,999,71.17,6.42,2.61,21.76,4.59,0.65,0.41,2.40,1.62,0.76,0.02,3737,"GHA","Sub-Saharan Africa"
17,"Ghana",1980,"MF",25,999,65.27,7.31,3.19,26.29,6.05,1.13,0.71,3.08,1.96,1.08,0.04,4103,"GHA","Sub-Saharan Africa"
17,"Ghana",1985,"MF",25,999,57.07,8.44,3.92,32.70,8.28,1.79,1.18,4.02,2.44,1.52,0.06,4832,"GHA","Sub-Saharan Africa"
17,"Ghana",1990,"MF",25,999,50.23,8.60,4.23,38.67,10.73,2.49,1.66,4.91,2.85,1.97,0.08,5610,"GHA","Sub-Saharan Africa"
17,"Ghana",1995,"MF",25,999,44.18,9.81,5.05,42.79,12.97,3.22,2.16,5.66,3.21,2.35,0.11,6524,"GHA","Sub-Saharan Africa"
17,"Ghana",2000,"MF",25,999,39.47,12.77,6.85,43.58,15.27,4.18,2.81,6.13,3.45,2.53,0.14,7569,"GHA","Sub-Saharan Africa"
17,"Ghana",2005,"MF",25,999,37.25,12.15,7.03,47.49,15.87,3.11,2.09,6.41,3.61,2.69,0.10,8758,"GHA","Sub-Saharan Africa"
17,"Ghana",2010,"MF",25,999,35.33,10.35,6.05,51.19,17.43,3.13,2.09,6.76,3.75,2.91,0.10,10208,"GHA","Sub-Saharan Africa"
20,"Cote dIvoire",1950,"MF",25,999,91.88,6.97,2.20,0.81,0.28,0.43,0.29,0.43,0.35,0.07,0.01,935,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1955,"MF",25,999,91.77,6.63,2.15,1.13,0.39,0.55,0.36,0.48,0.36,0.10,0.02,1115,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1960,"MF",25,999,91.38,6.52,2.21,1.47,0.49,0.68,0.44,0.53,0.39,0.12,0.02,1343,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1965,"MF",25,999,90.56,6.55,2.35,2.07,0.68,0.86,0.56,0.63,0.44,0.16,0.03,1618,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1970,"MF",25,999,89.39,6.84,2.61,2.73,0.89,1.06,0.68,0.76,0.51,0.21,0.03,1998,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1975,"MF",25,999,88.00,6.65,2.71,4.04,1.28,1.31,0.83,0.94,0.60,0.29,0.04,2437,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1980,"MF",25,999,84.00,8.26,3.61,6.01,1.83,1.73,1.09,1.29,0.82,0.42,0.06,3079,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1985,"MF",25,999,79.37,10.29,4.80,8.34,2.51,2.00,1.33,1.69,1.07,0.55,0.07,3838,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1990,"MF",25,999,75.23,12.02,5.92,10.60,3.16,2.14,1.43,2.04,1.30,0.67,0.07,4567,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",1995,"MF",25,999,68.84,16.50,8.49,11.87,3.53,2.80,1.88,2.50,1.63,0.78,0.09,5253,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2000,"MF",25,999,58.42,24.29,13.01,12.86,4.06,4.44,2.98,3.25,2.16,0.95,0.15,5986,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2005,"MF",25,999,52.65,27.39,15.39,15.11,5.22,4.85,3.24,3.74,2.48,1.10,0.16,6571,"CIV","Sub-Saharan Africa"
20,"Cote dIvoire",2010,"MF",25,999,46.95,30.69,17.97,17.33,6.99,5.03,3.35,4.22,2.80,1.26,0.17,7502,"CIV","Sub-Saharan Africa"
21,"Kenya",1950,"MF",25,999,83.72,14.46,5.15,1.53,0.23,0.29,0.20,0.91,0.81,0.08,0.01,2510,"KEN","Sub-Saharan Africa"
21,"Kenya",1955,"MF",25,999,80.81,17.12,6.37,1.75,0.23,0.32,0.21,1.07,0.97,0.09,0.01,2752,"KEN","Sub-Saharan Africa"
21,"Kenya",1960,"MF",25,999,77.30,20.40,7.40,2.00,0.23,0.30,0.22,1.21,1.10,0.10,0.01,3057,"KEN","Sub-Saharan Africa"
21,"Kenya",1965,"MF",25,999,77.62,19.72,7.60,2.26,0.25,0.40,0.26,1.28,1.14,0.12,0.01,3361,"KEN","Sub-Saharan Africa"
21,"Kenya",1970,"MF",25,999,75.90,20.50,8.60,3.10,0.30,0.50,0.32,1.45,1.27,0.16,0.02,3679,"KEN","Sub-Saharan Africa"
21,"Kenya",1975,"MF",25,999,68.12,26.54,8.16,4.69,0.58,0.74,0.47,1.86,1.59,0.24,0.02,4209,"KEN","Sub-Saharan Africa"
21,"Kenya",1980,"MF",25,999,59.01,32.43,9.48,7.25,0.83,1.31,0.82,2.49,2.07,0.39,0.04,5013,"KEN","Sub-Saharan Africa"
21,"Kenya",1985,"MF",25,999,52.99,35.16,12.78,10.23,1.09,1.64,1.06,3.09,2.51,0.53,0.05,6041,"KEN","Sub-Saharan Africa"
21,"Kenya",1990,"MF",25,999,46.10,38.15,14.04,13.44,1.88,2.30,1.53,3.72,2.93,0.71,0.08,7315,"KEN","Sub-Saharan Africa"
