BLcode,WBcode,region_code,country,year,sex,priad,secad,ter
108,"BEL","Advanced Economies","Belgium",1850,"MF",68.24,0.74,0.26
108,"BEL","Advanced Economies","Belgium",1855,"MF",73.11,1.07,0.30
108,"BEL","Advanced Economies","Belgium",1860,"MF",69.73,1.20,0.34
108,"BEL","Advanced Economies","Belgium",1865,"MF",73.70,1.66,0.34
108,"BEL","Advanced Economies","Belgium",1870,"MF",71.91,1.72,0.35
108,"BEL","Advanced Economies","Belgium",1875,"MF",76.10,1.92,0.41
108,"BEL","Advanced Economies","Belgium",1880,"MF",36.27,2.30,0.56
108,"BEL","Advanced Economies","Belgium",1885,"MF",59.38,2.32,0.64
108,"BEL","Advanced Economies","Belgium",1890,"MF",60.24,2.11,0.59
108,"BEL","Advanced Economies","Belgium",1895,"MF",68.38,2.13,0.49
108,"BEL","Advanced Economies","Belgium",1900,"MF",74.24,2.17,0.50
108,"BEL","Advanced Economies","Belgium",1905,"MF",75.82,2.18,0.57
108,"BEL","Advanced Economies","Belgium",1910,"MF",77.69,2.27,0.68
108,"BEL","Advanced Economies","Belgium",1915,"MF",76.36,2.04,0.75
108,"BEL","Advanced Economies","Belgium",1920,"MF",93.27,3.17,0.74
108,"BEL","Advanced Economies","Belgium",1925,"MF",78.07,3.22,0.73
108,"BEL","Advanced Economies","Belgium",1930,"MF",87.86,3.44,0.87
108,"BEL","Advanced Economies","Belgium",1935,"MF",94.24,5.26,0.90
108,"BEL","Advanced Economies","Belgium",1940,"MF",88.70,5.77,1.23
108,"BEL","Advanced Economies","Belgium",1945,"MF",100.00,9.14,2.73
108,"BEL","Advanced Economies","Belgium",1950,"MF",91.99,26.17,1.71
108,"BEL","Advanced Economies","Belgium",1955,"MF",81.28,35.56,3.42
108,"BEL","Advanced Economies","Belgium",1960,"MF",100.00,63.00,9.00
108,"BEL","Advanced Economies","Belgium",1965,"MF",100.00,67.00,14.80
108,"BEL","Advanced Economies","Belgium",1970,"MF",95.97,73.41,17.50
108,"BEL","Advanced Economies","Belgium",1975,"MF",96.50,76.12,22.70
108,"BEL","Advanced Economies","Belgium",1980,"MF",97.00,79.75,26.30
108,"BEL","Advanced Economies","Belgium",1985,"MF",94.00,87.00,32.20
108,"BEL","Advanced Economies","Belgium",1990,"MF",96.00,87.00,40.20
108,"BEL","Advanced Economies","Belgium",1995,"MF",86.52,83.22,54.40
108,"BEL","Advanced Economies","Belgium",2000,"MF",97.20,100.00,58.00
108,"BEL","Advanced Economies","Belgium",2005,"MF",97.82,100.00,62.00
108,"BEL","Advanced Economies","Belgium",2010,"MF",100.00,96.89,68.00
50,"CAN","Advanced Economies","Canada",1820,"MF",58.21,0.33,0.00
50,"CAN","Advanced Economies","Canada",1825,"MF",60.74,0.41,0.00
50,"CAN","Advanced Economies","Canada",1830,"MF",63.22,0.51,0.00
50,"CAN","Advanced Economies","Canada",1835,"MF",65.63,0.63,0.00
50,"CAN","Advanced Economies","Canada",1840,"MF",67.98,0.79,0.00
50,"CAN","Advanced Economies","Canada",1845,"MF",70.24,0.98,0.00
50,"CAN","Advanced Economies","Canada",1850,"MF",72.41,1.23,0.00
50,"CAN","Advanced Economies","Canada",1855,"MF",74.48,1.53,0.00
50,"CAN","Advanced Economies","Canada",1860,"MF",76.46,1.90,0.00
50,"CAN","Advanced Economies","Canada",1865,"MF",78.33,2.37,0.00
50,"CAN","Advanced Economies","Canada",1870,"MF",81.87,2.65,0.00
50,"CAN","Advanced Economies","Canada",1875,"MF",84.58,2.74,0.00
50,"CAN","Advanced Economies","Canada",1880,"MF",83.64,2.91,0.00
50,"CAN","Advanced Economies","Canada",1885,"MF",87.28,2.64,1.04
50,"CAN","Advanced Economies","Canada",1890,"MF",90.55,3.44,2.34
50,"CAN","Advanced Economies","Canada",1895,"MF",92.43,4.62,3.15
50,"CAN","Advanced Economies","Canada",1900,"MF",95.84,4.50,4.05
50,"CAN","Advanced Economies","Canada",1905,"MF",90.40,5.02,3.99
50,"CAN","Advanced Economies","Canada",1910,"MF",92.38,5.24,4.09
50,"CAN","Advanced Economies","Canada",1915,"MF",88.18,5.44,4.26
50,"CAN","Advanced Economies","Canada",1920,"MF",98.37,3.37,4.67
50,"CAN","Advanced Economies","Canada",1925,"MF",100.00,9.89,4.96
50,"CAN","Advanced Economies","Canada",1930,"MF",100.00,16.37,5.63
50,"CAN","Advanced Economies","Canada",1935,"MF",100.00,18.67,5.74
50,"CAN","Advanced Economies","Canada",1940,"MF",98.97,19.23,5.46
50,"CAN","Advanced Economies","Canada",1945,"MF",90.02,21.56,9.55
50,"CAN","Advanced Economies","Canada",1950,"MF",93.05,20.82,11.55
50,"CAN","Advanced Economies","Canada",1955,"MF",96.29,27.54,4.29
50,"CAN","Advanced Economies","Canada",1960,"MF",73.00,41.09,16.00
50,"CAN","Advanced Economies","Canada",1965,"MF",69.00,50.02,26.00
50,"CAN","Advanced Economies","Canada",1970,"MF",92.00,58.06,34.60
50,"CAN","Advanced Economies","Canada",1975,"MF",90.60,81.28,39.30
50,"CAN","Advanced Economies","Canada",1980,"MF",93.79,82.17,42.10
50,"CAN","Advanced Economies","Canada",1985,"MF",97.00,92.00,69.60
50,"CAN","Advanced Economies","Canada",1990,"MF",98.00,93.00,94.70
50,"CAN","Advanced Economies","Canada",1995,"MF",93.42,94.79,91.30
50,"CAN","Advanced Economies","Canada",2000,"MF",99.00,95.97,59.00
50,"CAN","Advanced Economies","Canada",2005,"MF",99.19,96.93,62.00
50,"CAN","Advanced Economies","Canada",2010,"MF",99.37,97.72,66.92
110,"DNK","Advanced Economies","Denmark",1820,"MF",85.74,0.01,0.00
110,"DNK","Advanced Economies","Denmark",1825,"MF",87.04,0.02,0.00
110,"DNK","Advanced Economies","Denmark",1830,"MF",88.24,0.02,0.00
110,"DNK","Advanced Economies","Denmark",1835,"MF",89.35,0.03,0.00
110,"DNK","Advanced Economies","Denmark",1840,"MF",90.37,0.04,0.01
110,"DNK","Advanced Economies","Denmark",1845,"MF",91.32,0.06,0.01
110,"DNK","Advanced Economies","Denmark",1850,"MF",92.19,0.09,0.01
110,"DNK","Advanced Economies","Denmark",1855,"MF",92.99,0.12,0.01
110,"DNK","Advanced Economies","Denmark",1860,"MF",93.72,0.16,0.02
110,"DNK","Advanced Economies","Denmark",1865,"MF",94.39,0.23,0.03
110,"DNK","Advanced Economies","Denmark",1870,"MF",95.00,0.32,0.04
110,"DNK","Advanced Economies","Denmark",1875,"MF",97.50,0.44,0.05
110,"DNK","Advanced Economies","Denmark",1880,"MF",100.00,0.61,0.07
110,"DNK","Advanced Economies","Denmark",1885,"MF",100.00,0.84,0.09
110,"DNK","Advanced Economies","Denmark",1890,"MF",100.00,1.16,0.12
110,"DNK","Advanced Economies","Denmark",1895,"MF",100.00,1.19,0.12
110,"DNK","Advanced Economies","Denmark",1900,"MF",100.00,1.18,0.10
110,"DNK","Advanced Economies","Denmark",1905,"MF",100.00,2.74,0.11
110,"DNK","Advanced Economies","Denmark",1910,"MF",100.00,3.90,0.18
110,"DNK","Advanced Economies","Denmark",1915,"MF",100.00,4.06,0.18
110,"DNK","Advanced Economies","Denmark",1920,"MF",100.00,4.89,0.19
110,"DNK","Advanced Economies","Denmark",1925,"MF",100.00,5.86,0.83
110,"DNK","Advanced Economies","Denmark",1930,"MF",100.00,5.77,0.85
110,"DNK","Advanced Economies","Denmark",1935,"MF",100.00,6.89,1.03
110,"DNK","Advanced Economies","Denmark",1940,"MF",100.00,7.65,1.14
110,"DNK","Advanced Economies","Denmark",1945,"MF",100.00,18.85,2.56
110,"DNK","Advanced Economies","Denmark",1950,"MF",100.00,30.24,3.40
110,"DNK","Advanced Economies","Denmark",1955,"MF",100.00,29.58,3.29
110,"DNK","Advanced Economies","Denmark",1960,"MF",100.00,51.38,10.40
110,"DNK","Advanced Economies","Denmark",1965,"MF",98.00,65.61,13.70
110,"DNK","Advanced Economies","Denmark",1970,"MF",96.00,61.66,18.30
110,"DNK","Advanced Economies","Denmark",1975,"MF",100.00,63.24,29.40
110,"DNK","Advanced Economies","Denmark",1980,"MF",96.00,83.00,28.60
110,"DNK","Advanced Economies","Denmark",1985,"MF",98.00,83.00,29.10
110,"DNK","Advanced Economies","Denmark",1990,"MF",96.00,87.00,36.50
110,"DNK","Advanced Economies","Denmark",1995,"MF",100.00,96.67,45.00
110,"DNK","Advanced Economies","Denmark",2000,"MF",100.00,100.00,57.00
110,"DNK","Advanced Economies","Denmark",2005,"MF",99.00,100.00,80.00
110,"DNK","Advanced Economies","Denmark",2010,"MF",100.00,100.00,74.00
111,"FIN","Advanced Economies","Finland",1820,"MF",1.19,0.00,0.09
111,"FIN","Advanced Economies","Finland",1825,"MF",1.46,0.00,0.11
111,"FIN","Advanced Economies","Finland",1830,"MF",1.79,0.00,0.14
111,"FIN","Advanced Economies","Finland",1835,"MF",2.19,0.00,0.15
111,"FIN","Advanced Economies","Finland",1840,"MF",2.68,0.00,0.13
111,"FIN","Advanced Economies","Finland",1845,"MF",3.28,0.00,0.12
111,"FIN","Advanced Economies","Finland",1850,"MF",4.01,0.00,0.13
111,"FIN","Advanced Economies","Finland",1855,"MF",4.88,0.01,0.10
111,"FIN","Advanced Economies","Finland",1860,"MF",5.95,0.01,0.11
111,"FIN","Advanced Economies","Finland",1865,"MF",7.22,0.01,0.11
111,"FIN","Advanced Economies","Finland",1870,"MF",8.74,0.02,0.18
111,"FIN","Advanced Economies","Finland",1875,"MF",10.55,0.03,0.15
111,"FIN","Advanced Economies","Finland",1880,"MF",16.04,0.05,0.17
111,"FIN","Advanced Economies","Finland",1885,"MF",19.87,0.07,0.37
111,"FIN","Advanced Economies","Finland",1890,"MF",25.44,0.11,0.40
111,"FIN","Advanced Economies","Finland",1895,"MF",36.66,0.17,0.40
111,"FIN","Advanced Economies","Finland",1900,"MF",46.61,0.27,0.47
111,"FIN","Advanced Economies","Finland",1905,"MF",54.79,0.41,0.40
111,"FIN","Advanced Economies","Finland",1910,"MF",64.93,0.62,0.50
111,"FIN","Advanced Economies","Finland",1915,"MF",79.42,0.95,0.62
111,"FIN","Advanced Economies","Finland",1920,"MF",94.83,1.44,0.42
111,"FIN","Advanced Economies","Finland",1925,"MF",100.00,2.19,0.62
111,"FIN","Advanced Economies","Finland",1930,"MF",100.00,3.31,1.01
111,"FIN","Advanced Economies","Finland",1935,"MF",100.00,4.98,1.14
111,"FIN","Advanced Economies","Finland",1940,"MF",100.00,7.43,1.06
111,"FIN","Advanced Economies","Finland",1945,"MF",100.00,10.94,1.81
111,"FIN","Advanced Economies","Finland",1950,"MF",100.00,15.84,1.90
111,"FIN","Advanced Economies","Finland",1955,"MF",100.00,20.98,2.19
111,"FIN","Advanced Economies","Finland",1960,"MF",97.00,51.51,7.40
111,"FIN","Advanced Economies","Finland",1965,"MF",92.00,52.90,11.10
111,"FIN","Advanced Economies","Finland",1970,"MF",100.00,71.00,13.30
111,"FIN","Advanced Economies","Finland",1975,"MF",100.00,70.74,27.20
111,"FIN","Advanced Economies","Finland",1980,"MF",96.00,77.90,32.10
111,"FIN","Advanced Economies","Finland",1985,"MF",100.00,81.08,34.10
111,"FIN","Advanced Economies","Finland",1990,"MF",99.00,93.00,48.90
111,"FIN","Advanced Economies","Finland",1995,"MF",100.00,93.00,70.30
111,"FIN","Advanced Economies","Finland",2000,"MF",100.00,100.00,82.00
111,"FIN","Advanced Economies","Finland",2005,"MF",99.00,100.00,92.00
111,"FIN","Advanced Economies","Finland",2010,"MF",99.00,100.00,94.00
112,"FRA","Advanced Economies","France",1820,"MF",16.60,0.00,0.00
112,"FRA","Advanced Economies","France",1825,"MF",17.58,0.00,0.03
112,"FRA","Advanced Economies","France",1830,"MF",18.62,0.00,0.06
112,"FRA","Advanced Economies","France",1835,"MF",19.70,0.00,0.09
112,"FRA","Advanced Economies","France",1840,"MF",20.82,0.00,0.12
112,"FRA","Advanced Economies","France",1845,"MF",22.00,0.00,0.15
112,"FRA","Advanced Economies","France",1850,"MF",23.22,0.00,0.18
112,"FRA","Advanced Economies","France",1855,"MF",24.48,0.01,0.21
112,"FRA","Advanced Economies","France",1860,"MF",25.84,0.01,0.23
112,"FRA","Advanced Economies","France",1865,"MF",29.90,0.02,0.26
112,"FRA","Advanced Economies","France",1870,"MF",100.00,0.02,0.30
112,"FRA","Advanced Economies","France",1875,"MF",100.00,0.04,0.33
112,"FRA","Advanced Economies","France",1880,"MF",100.00,0.06,0.35
112,"FRA","Advanced Economies","France",1885,"MF",100.00,0.09,0.37
112,"FRA","Advanced Economies","France",1890,"MF",100.00,0.13,0.55
112,"FRA","Advanced Economies","France",1895,"MF",100.00,0.20,0.75
112,"FRA","Advanced Economies","France",1900,"MF",100.00,0.30,0.84
112,"FRA","Advanced Economies","France",1905,"MF",100.00,0.46,0.96
112,"FRA","Advanced Economies","France",1910,"MF",100.00,0.69,1.18
112,"FRA","Advanced Economies","France",1915,"MF",100.00,1.05,0.34
112,"FRA","Advanced Economies","France",1920,"MF",100.00,1.58,1.42
112,"FRA","Advanced Economies","France",1925,"MF",100.00,2.38,1.55
112,"FRA","Advanced Economies","France",1930,"MF",100.00,3.57,2.14
112,"FRA","Advanced Economies","France",1935,"MF",100.00,5.32,2.36
112,"FRA","Advanced Economies","France",1940,"MF",100.00,7.86,2.26
112,"FRA","Advanced Economies","France",1945,"MF",100.00,11.47,3.78
112,"FRA","Advanced Economies","France",1950,"MF",100.00,16.45,3.90
112,"FRA","Advanced Economies","France",1955,"MF",100.00,20.58,3.20
112,"FRA","Advanced Economies","France",1960,"MF",97.00,43.00,7.50
112,"FRA","Advanced Economies","France",1965,"MF",98.00,50.00,14.20
112,"FRA","Advanced Economies","France",1970,"MF",98.00,67.00,19.50
112,"FRA","Advanced Economies","France",1975,"MF",98.00,76.00,24.50
112,"FRA","Advanced Economies","France",1980,"MF",100.00,79.00,25.50
112,"FRA","Advanced Economies","France",1985,"MF",98.00,84.00,29.80
112,"FRA","Advanced Economies","France",1990,"MF",100.00,82.00,39.60
112,"FRA","Advanced Economies","France",1995,"MF",100.00,98.79,51.00
112,"FRA","Advanced Economies","France",2000,"MF",99.67,96.56,57.00
112,"FRA","Advanced Economies","France",2005,"MF",100.00,100.00,54.00
112,"FRA","Advanced Economies","France",2010,"MF",100.00,100.00,56.00
190,"DEU","Advanced Economies","Germany",1820,"MF",21.19,0.41,0.21
190,"DEU","Advanced Economies","Germany",1825,"MF",23.43,0.59,0.23
190,"DEU","Advanced Economies","Germany",1830,"MF",25.83,0.49,0.24
190,"DEU","Advanced Economies","Germany",1835,"MF",28.39,0.59,0.20
190,"DEU","Advanced Economies","Germany",1840,"MF",31.10,0.70,0.17
190,"DEU","Advanced Economies","Germany",1845,"MF",33.94,0.80,0.16
190,"DEU","Advanced Economies","Germany",1850,"MF",36.91,0.92,0.15
190,"DEU","Advanced Economies","Germany",1855,"MF",39.98,1.05,0.15
190,"DEU","Advanced Economies","Germany",1860,"MF",43.14,1.22,0.17
190,"DEU","Advanced Economies","Germany",1865,"MF",46.35,1.41,0.18
190,"DEU","Advanced Economies","Germany",1870,"MF",49.60,6.94,0.43
190,"DEU","Advanced Economies","Germany",1875,"MF",52.86,7.40,0.49
190,"DEU","Advanced Economies","Germany",1880,"MF",53.88,7.05,0.51
190,"DEU","Advanced Economies","Germany",1885,"MF",59.23,7.37,0.60
190,"DEU","Advanced Economies","Germany",1890,"MF",58.36,6.92,0.59
190,"DEU","Advanced Economies","Germany",1895,"MF",57.49,7.30,0.67
190,"DEU","Advanced Economies","Germany",1900,"MF",56.06,7.04,0.71
190,"DEU","Advanced Economies","Germany",1905,"MF",58.23,7.86,0.82
190,"DEU","Advanced Economies","Germany",1910,"MF",87.31,8.09,0.92
190,"DEU","Advanced Economies","Germany",1915,"MF",92.20,8.28,0.80
190,"DEU","Advanced Economies","Germany",1920,"MF",97.09,12.23,1.54
190,"DEU","Advanced Economies","Germany",1925,"MF",79.20,11.29,1.14
190,"DEU","Advanced Economies","Germany",1930,"MF",85.10,11.78,1.53
190,"DEU","Advanced Economies","Germany",1935,"MF",86.65,12.13,0.93
190,"DEU","Advanced Economies","Germany",1940,"MF",87.34,13.63,0.68
190,"DEU","Advanced Economies","Germany",1945,"MF",92.77,31.84,1.22
190,"DEU","Advanced Economies","Germany",1950,"MF",98.21,50.04,1.77
190,"DEU","Advanced Economies","Germany",1955,"MF",77.60,77.46,2.40
190,"DEU","Advanced Economies","Germany",1960,"MF",100.00,51.53,6.10
190,"DEU","Advanced Economies","Germany",1965,"MF",82.83,43.75,8.80
190,"DEU","Advanced Economies","Germany",1970,"MF",82.83,35.00,13.40
190,"DEU","Advanced Economies","Germany",1975,"MF",88.00,40.83,24.60
190,"DEU","Advanced Economies","Germany",1980,"MF",82.00,70.00,26.20
190,"DEU","Advanced Economies","Germany",1985,"MF",81.00,70.00,29.90
190,"DEU","Advanced Economies","Germany",1990,"MF",89.00,85.00,33.90
190,"DEU","Advanced Economies","Germany",1995,"MF",100.00,99.91,44.40
190,"DEU","Advanced Economies","Germany",2000,"MF",100.00,93.08,48.60
190,"DEU","Advanced Economies","Germany",2005,"MF",100.00,96.07,52.80
190,"DEU","Advanced Economies","Germany",2010,"MF",100.00,99.68,57.00
114,"GRC","Advanced Economies","Greece",1820,"MF",7.37,0.13,0.29
114,"GRC","Advanced Economies","Greece",1825,"MF",8.65,0.16,0.34
114,"GRC","Advanced Economies","Greece",1830,"MF",10.11,0.21,0.41
114,"GRC","Advanced Economies","Greece",1835,"MF",11.80,0.27,0.49
114,"GRC","Advanced Economies","Greece",1840,"MF",13.72,0.34,0.58
114,"GRC","Advanced Economies","Greece",1845,"MF",15.91,0.44,0.70
114,"GRC","Advanced Economies","Greece",1850,"MF",18.36,0.57,0.83
114,"GRC","Advanced Economies","Greece",1855,"MF",21.10,0.73,0.99
114,"GRC","Advanced Economies","Greece",1860,"MF",24.13,0.94,1.18
114,"GRC","Advanced Economies","Greece",1865,"MF",25.48,0.75,1.40
114,"GRC","Advanced Economies","Greece",1870,"MF",30.07,0.71,1.32
114,"GRC","Advanced Economies","Greece",1875,"MF",33.42,0.99,1.22
114,"GRC","Advanced Economies","Greece",1880,"MF",36.67,0.93,1.14
114,"GRC","Advanced Economies","Greece",1885,"MF",34.47,1.01,0.92
114,"GRC","Advanced Economies","Greece",1890,"MF",39.53,1.22,0.88
114,"GRC","Advanced Economies","Greece",1895,"MF",41.82,1.54,0.80
114,"GRC","Advanced Economies","Greece",1900,"MF",45.73,1.68,0.76
114,"GRC","Advanced Economies","Greece",1905,"MF",48.02,3.21,0.73
114,"GRC","Advanced Economies","Greece",1910,"MF",50.19,5.69,0.18
114,"GRC","Advanced Economies","Greece",1915,"MF",28.44,3.84,0.14
114,"GRC","Advanced Economies","Greece",1920,"MF",45.89,8.15,0.21
114,"GRC","Advanced Economies","Greece",1925,"MF",69.21,7.64,0.32
114,"GRC","Advanced Economies","Greece",1930,"MF",79.75,7.66,0.80
114,"GRC","Advanced Economies","Greece",1935,"MF",83.44,5.73,0.99
114,"GRC","Advanced Economies","Greece",1940,"MF",84.52,5.91,0.86
114,"GRC","Advanced Economies","Greece",1945,"MF",85.60,14.55,0.66
114,"GRC","Advanced Economies","Greece",1950,"MF",86.68,18.25,0.91
114,"GRC","Advanced Economies","Greece",1955,"MF",79.75,20.91,1.56
114,"GRC","Advanced Economies","Greece",1960,"MF",91.80,33.22,3.90
114,"GRC","Advanced Economies","Greece",1965,"MF",99.00,44.00,9.80
114,"GRC","Advanced Economies","Greece",1970,"MF",97.00,52.00,13.50
114,"GRC","Advanced Economies","Greece",1975,"MF",97.00,64.00,18.30
114,"GRC","Advanced Economies","Greece",1980,"MF",96.00,68.28,17.40
114,"GRC","Advanced Economies","Greece",1985,"MF",98.80,79.00,24.20
114,"GRC","Advanced Economies","Greece",1990,"MF",93.00,87.00,24.80
114,"GRC","Advanced Economies","Greece",1995,"MF",94.00,92.16,42.50
114,"GRC","Advanced Economies","Greece",2000,"MF",96.00,85.03,51.00
114,"GRC","Advanced Economies","Greece",2005,"MF",100.00,98.41,90.00
114,"GRC","Advanced Economies","Greece",2010,"MF",100.00,100.00,91.62
117,"IRL","Advanced Economies","Ireland",1820,"MF",9.82,0.00,0.00
117,"IRL","Advanced Economies","Ireland",1825,"MF",11.19,0.00,0.00
117,"IRL","Advanced Economies","Ireland",1830,"MF",12.73,0.00,0.00
117,"IRL","Advanced Economies","Ireland",1835,"MF",14.45,0.00,0.00
117,"IRL","Advanced Economies","Ireland",1840,"MF",16.36,0.01,0.00
117,"IRL","Advanced Economies","Ireland",1845,"MF",18.47,0.01,0.00
117,"IRL","Advanced Economies","Ireland",1850,"MF",20.78,0.01,0.01
117,"IRL","Advanced Economies","Ireland",1855,"MF",22.04,0.02,0.01
117,"IRL","Advanced Economies","Ireland",1860,"MF",24.63,0.03,0.01
117,"IRL","Advanced Economies","Ireland",1865,"MF",29.51,0.04,0.01
117,"IRL","Advanced Economies","Ireland",1870,"MF",32.45,0.06,0.02
117,"IRL","Advanced Economies","Ireland",1875,"MF",35.62,0.09,0.03
117,"IRL","Advanced Economies","Ireland",1880,"MF",43.11,0.13,0.04
117,"IRL","Advanced Economies","Ireland",1885,"MF",50.56,0.19,0.05
117,"IRL","Advanced Economies","Ireland",1890,"MF",54.20,0.28,0.07
